source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec
K00812.02,KOI,CONFIRMED,20.06036336,5.839e-05,-5.839e-05,3.3203,0.0754,-0.0754,147.46554,0.00241,-0.00241,1494.7,45.1,-45.1,1.96,0.13,-0.16,361.0,4.0,15.954,3950.0,70.0,-86.0,0.493,0.033,-0.04,4.754,0.042,-0.031,286.07913,39.27832
K00812.03,KOI,CONFIRMED,46.1842039,0.0002654,-0.0002654,4.758,0.13,-0.13,165.23729,0.0043,-0.0043,1394.7,56.4,-56.4,1.83,0.12,-0.15,273.0,1.32,15.954,3950.0,70.0,-86.0,0.493,0.033,-0.04,4.754,0.042,-0.031,286.07913,39.27832
K00116.04,KOI,CONFIRMED,23.9800854,0.0002003,-0.0002003,5.351,0.177,-0.177,147.537,0.00647,-0.00647,104.0,6.5,-6.5,1.31,0.2,-0.13,649.0,41.94,12.882,5854.0,105.0,-117.0,1.012,0.154,-0.103,4.406,0.09,-0.11,300.86398,44.337551
K00812.04,KOI,CONFIRMED,7.82502168,3.89e-05,-3.89e-05,2.186,0.12,-0.12,136.54995,0.00436,-0.00436,520.8,36.4,-36.4,1.2,0.08,-0.1,494.0,14.05,15.954,3950.0,70.0,-86.0,0.493,0.033,-0.04,4.754,0.042,-0.031,286.07913,39.27832
K00813.01,KOI,CONFIRMED,3.895936525,7.71e-07,-7.71e-07,2.3111,0.0302,-0.0302,170.527552,0.000157,-0.000157,8544.8,29.5,-29.5,7.34,1.53,-0.65,1005.0,241.62,15.725,5557.0,167.0,-167.0,0.774,0.161,-0.069,4.592,0.034,-0.136,294.65524,39.308361
K00814.01,KOI,CONFIRMED,22.36646466,9.761e-05,-9.761e-05,5.228,0.122,-0.122,175.45862,0.00354,-0.00354,986.8,35.1,-35.1,2.32,0.38,-0.16,536.0,19.45,15.583,5395.0,160.0,-160.0,0.734,0.122,-0.052,4.615,0.032,-0.104,294.71063,39.52174
K00801.01,KOI,CONFIRMED,1.625522174,1.58e-07,-1.58e-07,2.38963,0.00338,-0.00338,170.8266564,7.61e-05,-7.61e-05,7969.0,11.8,-11.8,9.73,1.41,-1.42,1579.0,1467.41,15.001,5539.0,83.0,-74.0,1.106,0.161,-0.161,4.322,0.137,-0.1,293.87192,38.422939
K00802.01,KOI,CANDIDATE,19.620346923,3.73e-06,-3.73e-06,2.0038,0.0292,-0.0292,181.881819,0.000148,-0.000148,21725.0,85.0,-85.0,13.6,1.82,-0.92,643.0,40.39,15.562,5710.0,76.0,-85.0,0.905,0.121,-0.061,4.492,0.048,-0.112,293.81619,38.563568
K00803.01,KOI,FALSE POSITIVE,7.544039,0.0001023,-0.0001023,6.222,0.731,-0.731,171.7982,0.0105,-0.0105,322.6,28.2,-28.2,17.47,4.12,-1.65,838.0,116.46,15.559,5657.0,152.0,-169.0,0.824,0.194,-0.078,4.567,0.038,-0.152,293.94116,38.601101
K00804.01,KOI,CONFIRMED,9.02930689,1.648e-05,-1.648e-05,3.1449,0.0528,-0.0528,177.20422,0.00142,-0.00142,1019.8,21.9,-21.9,2.57,0.44,-0.26,757.0,77.75,15.387,5349.0,167.0,-167.0,0.82,0.141,-0.082,4.526,0.063,-0.108,290.33362,38.72823
K00805.01,KOI,FALSE POSITIVE,10.328035714,3.762e-06,-3.762e-06,7.7915,0.0272,-0.0272,174.581054,0.000306,-0.000306,16918.0,31.8,-31.8,13.28,3.64,-2.41,843.0,119.31,15.646,5627.0,169.0,-169.0,1.024,0.28,-0.186,4.359,0.18,-0.18,287.69675,38.886452
K00806.01,KOI,CONFIRMED,143.2063047,0.0002348,-0.0002348,8.9302,0.0961,-0.0961,154.23552,0.0013,-0.0013,10566.0,82.4,-82.4,8.9,0.82,-0.38,308.0,2.14,15.403,5485.0,98.0,-120.0,0.867,0.079,-0.037,4.556,0.014,-0.081,285.28363,38.947281
K00116.03,KOI,CONFIRMED,6.164876,4.635e-05,-4.635e-05,3.262,0.186,-0.186,135.63916,0.00661,-0.00661,55.8,4.3,-4.3,0.79,0.13,-0.08,1021.0,256.35,12.882,5854.0,105.0,-117.0,1.012,0.154,-0.103,4.406,0.09,-0.11,300.86398,44.337551
K00806.02,KOI,CONFIRMED,60.32494216,3.207e-05,-3.207e-05,6.6188,0.0327,-0.0327,243.892578,0.000423,-0.000423,20280.0,64.0,-64.0,12.19,1.11,-0.52,411.0,6.77,15.403,5485.0,98.0,-120.0,0.867,0.079,-0.037,4.556,0.014,-0.081,285.28363,38.947281
K00806.03,KOI,CONFIRMED,29.1598615,0.0002534,-0.0002534,4.803,0.2,-0.2,150.69922,0.00718,-0.00718,488.0,43.5,-43.5,1.91,0.2,-0.07,524.0,17.85,15.403,5485.0,99.0,-112.0,0.867,0.092,-0.034,4.556,0.014,-0.094,285.28363,38.947281
K00807.01,KOI,FALSE POSITIVE,1.540397253,2.702e-06,-2.702e-06,2.1541,0.0846,-0.0846,170.50479,0.0015,-0.0015,816.1,25.7,-25.7,25.69,7.44,-2.33,1470.0,1105.68,15.974,5663.0,171.0,-188.0,0.915,0.265,-0.083,4.53,0.036,-0.204,286.92639,38.921631
K00808.01,KOI,FALSE POSITIVE,2.99025443,1.168e-05,-1.168e-05,5.414,0.113,-0.113,171.9834,0.00309,-0.00309,589.2,14.1,-14.1,1.7,0.1,-0.15,918.0,168.45,15.842,4667.0,140.0,-154.0,0.731,0.042,-0.063,4.578,0.048,-0.028,287.74881,38.92955
K00809.01,KOI,CONFIRMED,1.594745374,1.13e-07,-1.13e-07,1.9604,0.0106,-0.0106,170.6483505,5.79e-05,-5.79e-05,15044.0,20.3,-20.3,11.3,3.09,-1.33,1539.0,1329.42,15.53,5934.0,160.0,-178.0,0.893,0.244,-0.105,4.491,0.065,-0.195,285.21381,39.027481
K00810.01,KOI,CONFIRMED,4.783002698,5.432e-06,-5.432e-06,2.335,0.0332,-0.0332,170.508434,0.000943,-0.000943,1008.7,16.6,-16.6,2.5,0.34,-0.19,886.0,145.48,15.119,5170.0,155.0,-155.0,0.807,0.111,-0.06,4.574,0.026,-0.097,287.09399,39.060719
K00811.01,KOI,CONFIRMED,20.50588921,3.206e-05,-3.206e-05,4.0595,0.0481,-0.0481,181.43428,0.00122,-0.00122,2105.5,31.0,-31.0,3.41,0.28,-0.31,518.0,17.06,15.398,4905.0,148.0,-148.0,0.761,0.063,-0.07,4.544,0.072,-0.044,289.31543,39.153278
K00812.01,KOI,CONFIRMED,3.340218842,3.177e-06,-3.177e-06,1.9104,0.0318,-0.0318,171.979062,0.00075,-0.00075,1632.6,26.6,-26.6,2.03,0.13,-0.17,656.0,43.73,15.954,3950.0,70.0,-86.0,0.493,0.033,-0.04,4.754,0.042,-0.031,286.07913,39.27832
K00828.01,KOI,FALSE POSITIVE,2.507089906,2.401e-06,-2.401e-06,2.0067,0.0427,-0.0427,171.002455,0.000835,-0.000835,1339.2,24.7,-24.7,30.26,9.57,-3.19,1326.0,730.47,15.555,5926.0,184.0,-226.0,0.939,0.297,-0.099,4.506,0.054,-0.216,295.37805,40.493401
K00829.01,KOI,CONFIRMED,18.64932728,5.202e-05,-5.202e-05,4.4056,0.0687,-0.0687,174.771,0.00224,-0.00224,893.6,20.9,-20.9,3.12,0.47,-0.28,701.0,57.13,15.386,5775.0,78.0,-78.0,1.053,0.161,-0.094,4.405,0.066,-0.123,290.46176,40.562462
K00117.02,KOI,CONFIRMED,4.90144976,1.07e-05,-1.07e-05,4.1654,0.0585,-0.0585,138.60548,0.00175,-0.00175,140.7,2.9,-2.9,1.7,0.08,-0.05,1262.0,598.74,12.487,5847.0,64.0,-75.0,1.402,0.063,-0.046,4.191,0.02,-0.018,297.02826,48.208611
K00829.02,KOI,CONFIRMED,9.75192101,4.829e-05,-4.829e-05,4.793,0.181,-0.181,138.78608,0.0036,-0.0036,418.0,16.2,-16.2,2.76,0.43,-0.24,870.0,135.66,15.386,5775.0,78.0,-78.0,1.053,0.161,-0.094,4.405,0.066,-0.123,290.46176,40.562462
K00829.03,KOI,CONFIRMED,38.5576546,0.0001765,-0.0001765,5.794,0.199,-0.199,163.85063,0.00407,-0.00407,993.0,26.8,-26.8,4.02,0.62,-0.36,550.0,21.71,15.386,5775.0,78.0,-78.0,1.053,0.161,-0.094,4.405,0.066,-0.123,290.46176,40.562462
K00830.01,KOI,CONFIRMED,3.525632539,1.5e-07,-1.5e-07,2.59959,0.00079,-0.00079,170.0479951,3.33e-05,-3.33e-05,22335.0,13.1,-13.1,11.58,0.9,-0.48,975.0,213.12,15.224,5150.0,82.0,-82.0,0.793,0.062,-0.033,4.572,0.02,-0.064,290.58173,40.5774
K00815.01,KOI,CANDIDATE,34.84398644,4.036e-05,-4.036e-05,2.9315,0.0702,-0.0702,172.633252,0.00094,-0.00094,4523.6,82.5,-82.5,7.61,1.72,-0.91,511.0,16.1,15.684,5509.0,166.0,-166.0,0.871,0.196,-0.105,4.482,0.081,-0.15,285.92001,39.624828
K00816.01,KOI,CONFIRMED,7.748094239,7.553e-06,-7.553e-06,3.5957,0.043,-0.043,174.997206,0.000765,-0.000765,2472.1,25.7,-25.7,5.52,1.7,-0.56,964.0,204.39,15.67,5973.0,169.0,-232.0,1.085,0.334,-0.111,4.439,0.052,-0.221,294.4899,39.771439
K00817.01,KOI,CONFIRMED,23.96793669,9.249e-05,-9.249e-05,3.827,0.113,-0.113,186.22182,0.00305,-0.00305,1182.3,46.1,-46.1,1.8,0.1,-0.15,329.0,2.77,15.414,3747.0,75.0,-83.0,0.524,0.03,-0.044,4.728,0.042,-0.025,283.86639,39.898079
K00817.02,KOI,CONFIRMED,8.29561738,2.368e-05,-2.368e-05,1.3421,0.0773,-0.0773,135.79284,0.00219,-0.00219,824.3,57.5,-57.5,1.82,0.1,-0.15,469.0,11.39,15.414,3747.0,75.0,-83.0,0.524,0.03,-0.044,4.728,0.042,-0.025,283.86639,39.898079
K00818.01,KOI,CONFIRMED,8.11437482,1.092e-05,-1.092e-05,2.2736,0.0447,-0.0447,176.33968,0.00107,-0.00107,1558.0,32.0,-32.0,2.1,0.14,-0.16,460.0,10.55,15.877,3692.0,73.0,-83.0,0.517,0.035,-0.039,4.753,0.032,-0.039,288.81201,40.033401
K00819.01,KOI,FALSE POSITIVE,38.036729482,3.484e-06,-3.484e-06,4.34617,0.00645,-0.00645,196.934947,7.16e-05,-7.16e-05,82872.0,83.3,-83.3,27.5,5.28,-2.27,500.0,14.81,15.472,5575.0,166.0,-183.0,0.932,0.179,-0.077,4.521,0.038,-0.152,294.14789,40.055538
K00820.01,KOI,CANDIDATE,4.64090031,1.485e-05,-1.485e-05,35.512,0.274,-0.274,173.64638,0.00261,-0.00261,2450.6,11.7,-11.7,30.09,5.79,-3.14,1155.0,421.08,15.27,6463.0,205.0,-205.0,0.826,0.159,-0.086,4.5,0.087,-0.163,295.11371,40.071171
K00011.01,KOI,FALSE POSITIVE,3.747838198,3.896e-06,-3.896e-06,5.0642,0.0445,-0.0445,171.66504,0.000902,-0.000902,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,266.76,13.496,5514.0,149.0,-149.0,0.826,0.188,-0.063,4.569,0.029,-0.162,291.06152,50.265129
K00117.01,KOI,CONFIRMED,14.74914825,2.174e-05,-2.174e-05,6.0995,0.044,-0.044,138.77799,0.00118,-0.00118,430.2,4.2,-4.2,2.89,0.13,-0.1,874.0,137.91,12.487,5847.0,64.0,-75.0,1.402,0.063,-0.046,4.191,0.02,-0.018,297.02826,48.208611
K00821.01,KOI,CONFIRMED,21.81295996,7.229e-05,-7.229e-05,4.3791,0.091,-0.091,174.01085,0.00261,-0.00261,1175.4,35.8,-35.8,3.38,0.91,-0.49,639.0,39.33,15.54,5601.0,166.0,-166.0,0.999,0.269,-0.145,4.41,0.116,-0.188,294.77686,40.15374
K00822.01,KOI,FALSE POSITIVE,7.91936937,2.04e-06,-2.04e-06,3.3148,0.0209,-0.0209,172.181092,0.000202,-0.000202,15148.0,49.8,-49.8,10.34,2.59,-0.87,814.0,104.0,15.805,5690.0,154.0,-172.0,0.776,0.195,-0.065,4.588,0.04,-0.16,283.53845,40.217999
K00823.01,KOI,CANDIDATE,1.028436523,7.05e-07,-7.05e-07,1.8606,0.034,-0.034,170.228582,0.00054,-0.00054,8098.0,127.0,-127.0,72.77,27.71,-8.6,1947.0,3400.48,15.202,6228.0,183.0,-219.0,0.99,0.377,-0.117,4.428,0.077,-0.272,296.00699,40.295429
K00824.01,KOI,CONFIRMED,15.37562369,1.017e-05,-1.017e-05,3.3169,0.0645,-0.0645,173.61402,0.000608,-0.000608,15337.0,114.0,-114.0,11.01,0.44,-0.82,600.0,30.54,16.422,4986.0,79.0,-79.0,0.833,0.033,-0.062,4.496,0.075,-0.025,283.25354,40.358189
K00825.01,KOI,CONFIRMED,8.10363271,2.032e-05,-2.032e-05,3.161,0.0635,-0.0635,176.9486,0.00205,-0.00205,887.9,24.5,-24.5,2.11,0.18,-0.2,687.0,52.82,15.289,4861.0,131.0,-146.0,0.732,0.062,-0.068,4.574,0.054,-0.041,283.22141,40.421829
K00825.02,KOI,CONFIRMED,4.71510843,1.941e-05,-1.941e-05,2.506,0.103,-0.103,134.96178,0.00324,-0.00324,417.5,22.0,-22.0,1.46,0.12,-0.14,823.0,108.84,15.289,4861.0,131.0,-146.0,0.732,0.062,-0.068,4.574,0.054,-0.041,283.22141,40.421829
K00826.01,KOI,CONFIRMED,6.365839713,8.06e-06,-8.06e-06,2.9721,0.0408,-0.0408,171.13575,0.001,-0.001,780.7,13.1,-13.1,2.44,0.6,-0.21,914.0,165.33,15.09,5776.0,155.0,-155.0,0.849,0.212,-0.071,4.554,0.042,-0.168,291.14951,40.420521
K00827.01,KOI,FALSE POSITIVE,5.97581754,1.118e-05,-1.118e-05,3.065,0.185,-0.185,174.77602,0.00137,-0.00137,962.4,23.5,-23.5,3.86,1.32,-0.44,1047.0,284.25,15.546,6108.0,193.0,-214.0,0.997,0.341,-0.114,4.471,0.054,-0.216,294.22397,40.417858
K00839.01,KOI,FALSE POSITIVE,2.446737317,3.089e-06,-3.089e-06,4.7211,0.0546,-0.0546,170.66951,0.00104,-0.00104,1177.9,12.7,-12.7,26.25,6.9,-2.47,1261.0,597.19,15.021,5764.0,154.0,-171.0,0.863,0.227,-0.081,4.548,0.035,-0.184,298.96112,40.862808
K00840.01,KOI,CONFIRMED,3.04033046,3.37e-07,-3.37e-07,1.8411,0.0168,-0.0168,169.9490106,8.86e-05,-8.86e-05,10859.0,25.8,-25.8,8.99,0.8,-0.99,1021.0,257.29,15.028,5035.0,151.0,-151.0,0.791,0.071,-0.087,4.519,0.084,-0.063,299.3161,40.82238
K00841.01,KOI,CONFIRMED,15.33528675,1.989e-05,-1.989e-05,3.897,0.0771,-0.0771,174.00278,0.00103,-0.00103,3081.4,39.0,-39.0,5.0,0.49,-0.18,610.0,32.67,15.855,5251.0,105.0,-105.0,0.817,0.08,-0.029,4.581,0.01,-0.085,292.23676,41.08588
K00117.04,KOI,CONFIRMED,7.95825328,7.673e-05,-7.673e-05,4.377,0.229,-0.229,137.80219,0.00767,-0.00767,50.0,3.7,-3.7,1.06,0.05,-0.04,1074.0,314.15,12.487,5847.0,64.0,-75.0,1.402,0.063,-0.046,4.191,0.02,-0.018,297.02826,48.208611
K00841.02,KOI,CONFIRMED,31.33046135,3.977e-05,-3.977e-05,5.176,0.102,-0.102,153.43031,0.00103,-0.00103,5073.8,48.4,-48.4,6.5,0.64,-0.23,481.0,12.61,15.855,5251.0,105.0,-105.0,0.817,0.08,-0.029,4.581,0.01,-0.085,292.23676,41.08588
K00831.01,KOI,FALSE POSITIVE,3.9043425,1.339e-06,-1.339e-06,3.831,0.0271,-0.0271,173.393734,0.000266,-0.000266,16228.0,62.1,-62.1,12.28,3.56,-1.19,1104.0,351.05,15.016,5810.0,157.0,-175.0,0.898,0.26,-0.087,4.526,0.05,-0.2,294.05676,40.549679
K00832.01,KOI,FALSE POSITIVE,9.286358079,5.46e-07,-5.46e-07,3.49949,0.00533,-0.00533,171.8214689,4.5e-05,-4.5e-05,44791.0,32.8,-32.8,17.61,4.05,-1.87,796.0,95.03,15.365,5670.0,169.0,-169.0,0.821,0.189,-0.087,4.523,0.066,-0.154,294.74396,40.53392
K00833.01,KOI,FALSE POSITIVE,3.951405455,2.258e-06,-2.258e-06,2.1862,0.0267,-0.0267,173.276125,0.000454,-0.000454,2453.9,25.2,-25.2,31.44,8.94,-2.96,1133.0,388.71,15.446,6046.0,182.0,-182.0,0.869,0.247,-0.082,4.539,0.048,-0.204,295.50439,40.505489
K00834.01,KOI,CONFIRMED,23.65369415,1.748e-05,-1.748e-05,8.2183,0.021,-0.021,171.376107,0.000603,-0.000603,3341.8,13.2,-13.2,7.89,1.38,-1.52,731.0,67.65,15.084,5739.0,114.0,-103.0,1.384,0.242,-0.266,4.191,0.162,-0.108,287.89713,40.637821
K00834.02,KOI,CONFIRMED,13.23352214,4.503e-05,-4.503e-05,6.7372,0.0875,-0.0875,140.32196,0.00275,-0.00275,504.6,10.8,-10.8,3.06,0.54,-0.58,888.0,146.67,15.084,5739.0,114.0,-103.0,1.384,0.242,-0.266,4.191,0.162,-0.108,287.89713,40.637821
K00834.03,KOI,CONFIRMED,6.15560285,2.704e-05,-2.704e-05,4.9843,0.0994,-0.0994,134.81656,0.00345,-0.00345,285.0,8.6,-8.6,2.32,0.4,-0.45,1146.0,406.94,15.084,5739.0,114.0,-103.0,1.384,0.242,-0.266,4.191,0.162,-0.108,287.89713,40.637821
K00834.04,KOI,CONFIRMED,2.090811305,9.571e-06,-9.571e-06,3.388,0.106,-0.106,134.17462,0.00398,-0.00398,115.9,6.4,-6.4,1.62,0.28,-0.32,1642.0,1718.04,15.084,5739.0,114.0,-103.0,1.384,0.242,-0.266,4.191,0.162,-0.108,287.89713,40.637821
K00117.03,KOI,CONFIRMED,3.180027898,7.278e-06,-7.278e-06,3.5797,0.0558,-0.0558,133.49863,0.00181,-0.00181,120.3,2.7,-2.7,1.53,0.07,-0.05,1458.0,1066.86,12.487,5847.0,64.0,-75.0,1.402,0.063,-0.046,4.191,0.02,-0.018,297.02826,48.208611
K00834.05,KOI,CONFIRMED,50.4467417,0.0006505,-0.0006505,7.159,0.247,-0.247,178.5014,0.0103,-0.0103,370.3,20.1,-20.1,2.67,0.47,-0.51,568.0,24.64,15.084,5739.0,114.0,-103.0,1.384,0.242,-0.266,4.191,0.162,-0.108,287.89713,40.637821
K00835.01,KOI,CONFIRMED,11.76307164,2.035e-05,-2.035e-05,2.9076,0.05,-0.05,180.93613,0.0013,-0.0013,1037.3,23.9,-23.9,2.35,0.17,-0.08,616.0,33.99,15.208,4959.0,99.0,,0.756,0.054,-0.027,4.603,0.011,-0.06,294.20215,40.66341
K00835.02,KOI,CONFIRMED,56.2279271,0.0003134,-0.0003134,3.57,0.134,-0.134,132.29259,0.00471,-0.00471,862.7,44.9,-44.9,2.37,0.17,-0.09,366.0,4.22,15.208,4959.0,99.0,0.0,0.756,0.054,-0.027,4.603,0.011,-0.06,294.20215,40.66341
K00836.01,KOI,FALSE POSITIVE,2.384052875,4.74e-06,-4.74e-06,3.0918,0.0817,-0.0817,171.58362,0.00163,-0.00163,1268.1,29.9,-29.9,17.06,1.32,-1.6,1010.0,244.87,15.836,4794.0,130.0,-144.0,0.701,0.054,-0.066,4.58,0.063,-0.032,299.64285,40.691238
K00837.01,KOI,CONFIRMED,7.953547,1.91e-05,-1.91e-05,2.6312,0.0595,-0.0595,174.66224,0.00182,-0.00182,875.4,25.3,-25.3,2.25,0.07,-0.14,696.0,55.37,15.66,4768.0,76.0,-85.0,0.779,0.023,-0.049,4.536,0.056,-0.016,291.15878,40.750271
K00837.02,KOI,CONFIRMED,4.14451656,1.44e-05,-1.44e-05,2.3421,0.0984,-0.0984,135.92831,0.00313,-0.00313,391.8,19.8,-19.8,1.48,0.05,-0.09,864.0,132.08,15.66,4768.0,76.0,-85.0,0.779,0.023,-0.049,4.536,0.056,-0.016,291.15878,40.750271
K00838.01,KOI,FALSE POSITIVE,4.859386384,1.272e-06,-1.272e-06,2.2757,0.0122,-0.0122,173.011469,0.000207,-0.000207,6044.3,27.2,-27.2,38.33,12.8,-4.27,1114.0,364.23,15.311,6072.0,168.0,-232.0,0.988,0.33,-0.11,4.47,0.056,-0.224,292.21436,40.759762
K00850.01,KOI,CONFIRMED,10.526294577,1.783e-06,-1.783e-06,2.5211,0.0257,-0.0257,176.522462,0.000136,-0.000136,9768.0,26.4,-26.4,8.24,1.48,-0.8,713.0,61.16,15.305,5386.0,159.0,-159.0,0.793,0.143,-0.077,4.553,0.056,-0.104,293.87811,41.66177
K00851.01,KOI,CONFIRMED,4.583520948,4.18e-06,-4.18e-06,2.7055,0.0321,-0.0321,169.973972,0.000733,-0.000733,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038.0,274.98,15.287,5815.0,157.0,-175.0,0.877,0.26,-0.087,4.54,0.038,-0.212,299.18686,41.74268
K00852.01,KOI,CONFIRMED,3.76181843,1.14e-05,-1.14e-05,3.5176,0.0901,-0.0901,171.90364,0.00209,-0.00209,510.6,16.4,-16.4,2.66,0.73,-0.26,1121.0,372.62,15.257,5653.0,154.0,-171.0,0.949,0.26,-0.093,4.472,0.062,-0.188,283.31638,41.83712
K00853.01,KOI,CONFIRMED,8.20396958,1.488e-05,-1.488e-05,2.9667,0.0529,-0.0529,169.69138,0.00143,-0.00143,1024.4,21.2,-21.2,3.01,0.24,-0.3,742.0,71.5,15.376,5015.0,149.0,-149.0,0.826,0.066,-0.083,4.499,0.09,-0.06,286.5657,41.808399
K00853.02,KOI,CONFIRMED,14.49645186,6.36e-05,-6.36e-05,4.016,0.305,-0.305,143.41659,0.00409,-0.00409,647.5,26.7,-26.7,3.01,0.24,-0.3,613.0,33.48,15.376,5015.0,149.0,-149.0,0.826,0.066,-0.083,4.499,0.09,-0.06,286.5657,41.808399
K00841.03,KOI,CONFIRMED,6.54626149,2.668e-05,-2.668e-05,2.75,0.111,-0.111,133.85964,0.00317,-0.00317,655.9,30.0,-30.0,2.19,0.22,-0.08,810.0,101.78,15.855,5251.0,105.0,-105.0,0.817,0.08,-0.029,4.581,0.01,-0.085,292.23676,41.08588
K00842.01,KOI,CONFIRMED,12.71809866,2.324e-05,-2.324e-05,3.0957,0.0562,-0.0562,175.35526,0.00152,-0.00152,1149.4,24.5,-24.5,2.31,0.17,-0.22,562.0,23.6,15.389,4702.0,128.0,-142.0,0.686,0.049,-0.067,4.592,0.058,-0.027,292.91312,41.060921
K00842.02,KOI,CONFIRMED,36.06588163,8.305e-05,-8.305e-05,4.3246,0.0634,-0.0634,198.58423,0.00172,-0.00172,1563.8,32.1,-32.1,2.64,0.19,-0.26,397.0,5.88,15.389,4702.0,128.0,-142.0,0.686,0.049,-0.067,4.592,0.058,-0.027,292.91312,41.060921
K00843.01,KOI,CONFIRMED,4.190425659,1.611e-06,-1.611e-06,2.8589,0.0224,-0.0224,171.44122,0.000306,-0.000306,2877.4,14.1,-14.1,6.21,2.05,-0.82,1234.0,547.9,15.27,6073.0,190.0,-232.0,1.135,0.375,-0.15,4.392,0.072,-0.217,293.49661,41.137589
K00844.01,KOI,CONFIRMED,3.709870784,3.043e-06,-3.043e-06,3.0694,0.0265,-0.0265,171.987982,0.000638,-0.000638,2020.3,20.1,-20.1,4.35,0.64,-0.28,1151.0,415.1,15.581,5727.0,77.0,-85.0,0.978,0.146,-0.062,4.463,0.04,-0.12,283.86441,41.346458
K00845.01,KOI,CONFIRMED,16.3297527,3.611e-05,-3.611e-05,6.271,0.112,-0.112,177.29506,0.00181,-0.00181,1187.5,18.1,-18.1,3.75,1.11,-0.47,727.0,66.08,15.447,5878.0,158.0,-193.0,0.987,0.291,-0.125,4.444,0.084,-0.196,288.51001,41.301769
K00846.01,KOI,CONFIRMED,27.807566216,4.747e-06,-4.747e-06,4.21587,0.00935,-0.00935,186.713552,0.000134,-0.000134,25391.0,47.3,-47.3,13.84,3.63,-1.21,554.0,22.24,15.482,5862.0,177.0,-177.0,0.785,0.206,-0.069,4.584,0.044,-0.176,296.88821,41.396091
K00847.01,KOI,CONFIRMED,80.8723469,0.0001468,-0.0001468,11.195,0.13,-0.13,203.895,0.00131,-0.00131,3604.6,25.9,-25.9,7.59,1.24,-1.52,452.0,9.88,15.201,5510.0,82.0,-71.0,1.238,0.202,-0.247,4.222,0.195,-0.105,287.1543,41.565788
K00848.01,KOI,FALSE POSITIVE,3.166465862,2.222e-06,-2.222e-06,2.9381,0.0327,-0.0327,172.002627,0.000586,-0.000586,4357.2,44.4,-44.4,26.82,2.48,-2.74,954.0,196.31,15.999,4968.0,151.0,-136.0,0.704,0.065,-0.072,4.575,0.072,-0.044,284.86929,41.679192
K00118.01,KOI,CONFIRMED,24.99324319,6.127e-05,-6.127e-05,5.9409,0.0669,-0.0669,138.68167,0.00197,-0.00197,269.6,4.9,-4.9,2.29,0.12,-0.08,712.0,60.88,12.377,5718.0,85.0,-77.0,1.317,0.064,-0.048,4.181,0.018,-0.016,287.36279,38.649601
K00849.01,KOI,CONFIRMED,10.35533116,2.087e-05,-2.087e-05,3.1775,0.0602,-0.0602,170.93729,0.0016,-0.0016,750.6,17.4,-17.4,2.47,0.59,-0.31,777.0,86.22,15.018,5501.0,164.0,-147.0,0.918,0.217,-0.117,4.462,0.084,-0.168,288.9942,41.633282
K00867.01,KOI,CONFIRMED,16.08518937,3.022e-05,-3.022e-05,3.984,0.0875,-0.0875,180.28319,0.00145,-0.00145,1442.4,26.7,-26.7,3.68,0.54,-0.36,613.0,33.43,15.219,5239.0,174.0,-158.0,0.826,0.122,-0.081,4.523,0.06,-0.09,292.10519,42.380322
K00868.01,KOI,CANDIDATE,235.9986399,0.0002773,-0.0002773,8.2284,0.0606,-0.0606,208.399822,0.000898,-0.000898,20715.0,91.7,-91.7,10.59,0.35,-0.52,188.0,0.29,15.172,4245.0,85.0,-85.0,0.657,0.022,-0.032,4.627,0.03,-0.018,293.00797,42.307201
K00869.01,KOI,CONFIRMED,7.49018305,1.181e-05,-1.181e-05,2.7297,0.0424,-0.0424,174.95037,0.00124,-0.00124,1123.6,22.7,-22.7,2.56,0.17,-0.12,753.0,76.06,15.599,5103.0,101.0,-101.0,0.787,0.051,-0.039,4.562,0.032,-0.052,291.63898,42.436321
K00869.02,KOI,CONFIRMED,36.2761238,0.0001055,-0.0001055,4.7865,0.0756,-0.0756,201.2869,0.00222,-0.00222,1572.6,35.5,-35.5,3.03,0.2,-0.15,445.0,9.29,15.599,5103.0,101.0,-101.0,0.787,0.051,-0.039,4.562,0.032,-0.052,291.63898,42.436321
K00869.03,KOI,CONFIRMED,17.46087931,5.278e-05,-5.278e-05,2.2641,0.0721,-0.0721,137.26594,0.00242,-0.00242,812.4,38.3,-38.3,2.32,0.15,-0.12,568.0,24.6,15.599,5103.0,101.0,-101.0,0.787,0.051,-0.039,4.562,0.032,-0.052,291.63898,42.436321
K00854.01,KOI,CONFIRMED,56.0560754,0.0002753,-0.0002753,4.685,0.132,-0.132,201.16578,0.00329,-0.00329,1626.0,66.7,-66.7,1.94,0.12,-0.22,233.0,0.69,15.849,3593.0,71.0,-86.0,0.491,0.03,-0.055,4.757,0.054,-0.027,289.50848,41.812119
